id;solicitacao;Sinalização - Vertical;Redutor de velocidade - Lombada;Sinalização - Horizontal;Semáforo;Passeio público;Melhorias viárias;Sinalização - Faixa de pedestres;Barreiras físicas;Redutor de velocidade - Radar;Vagas especiais;Pavimentação;Acessibilidade - Rampa;Redutor de velocidade - Travessia elevada;Alteração de sentido;Área escolar;Ciclovias e similares;Urbanização de vielas;Rebaixamento de guia
7396;SOLICITA A PINTURA DE ONDE ESCORRE A AGUA DA CHUVA NAS BOCAS DE LOBOS.;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10230;"Solicito os bons préstimos de Vossa Senhoria quanto às providências cabíveis em relação ao pedido de realização de estudos para instalação de semáforo de pedestres na Rua Arcílio Moreira da Silva, nas proximidades do Supermercado Barbosa, Bairro Jardim Juliana.
A solicitação se faz necessária, pois o local conta com grande fluxo de veículos e pedestres, e a falta de um semáforo causa insegurança e risco de acidentes aos munícipes que transitam na área.";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10439;SOLICITA A IMPLANTAÇÃO DE PLACA DE SINALIZAÇÃO PARA CENTRO E CONJUNTO ELMANO VELOSO.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7403;PRORROGAÇÃO DE PRAZO DE NOTIFICAÇÃO PRELIMINAR - POSTURAS;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
10603;SOLICITA IMPLANTAÇÃO DE PLACAS DE ORIENTAÇÃO E DE ADVERTENCIA NA VIA CITADA EM TODA A SUA EXTENÇÃO, POIS MUITOS MOTORISTAS ABUSAM DA VELOCIDADE, COLOCANDO EM RISCO A INTEGRIDADE FISICA DE PEDESTRES, CICLISTAS, ETC. NO LOCAL TAMBEM POSSUI PREDIOS/SERVIÇOS PUBLICOS MUITO PROCURADO POR MUNICIPES EM BUSCA DE SEUS SERVIÇOS PRESTADOS E TAMBEM SEUS FUNCIONARIOS.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10654;SOLICITA IMPLANTAÇÃO DE PLACA DE SINALIZAÇÃO, ( PROIBIDO PARA/ ESTACIONAR) INFORMA QUE POR CAUSA DO MERCADO A SUA CASA ESTÁ SENDO PREJUDICADA CASO ACONTEÇA ALGUM ACIDENTE DE URGÊNCIA A MESMA E TODA A SUA FAMÍLIA SERÁ PREJUDICA, SOLICITA UMA PLACA DE PROIBIDO ESTACIONAR OU FAIXAS AMARELAS.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7339;SOLICITA CONSTRUÇÃO DE CALÇADA PELA VIA ANTERIORMENTE CITADA. TAL FATO PRENDE-SE A INEXISTÊNCIA DE PAVIMENTO NO LADO OPOSTO AO DAS RESIDÊNCIAS, TENDO EM VISTA QUE O MUNÍCIPE É OBRIGADO A SE DESLOCAR PELA RUA, DISPUTANDO ASSIM ESPAÇO COM OS VEÍCULOS.;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1375;SOLICITA O MAIS RAPIDO POSSIVEL A INSTALAÇAO DE UM SEMAFORO NA ROTATORIA DA AVENIDA SALINAS, DESCIDA QUE DA ACESSO PARA A PONTE DO SHOPPING ORIENTE. COM O AUMENTO DO FLUXO DE VEICULOS, MUITOS NAO RESPEITAM A PREFERENCIA DE QUEM ESTA NA ROTATORIA, MOTOCICLISTAS EXAGERAM NA VELOCIDADE, O QUE DIFICULTA A VISUALIZAÇAO DO MESMO AO TENTAR ENTRAR NA ROTATORIA. EM BREVE COMEÇAREMOS A TER UM AUMENTO DE ACIDENTES NO LOCAL.;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4948;SOLICITA IMPLANTAÇÃO DE GUARD RAIL EM FRENTE LOJA. PEDE URGÊNCIA POIS ALEGA QUE ACONTECE MUITO ACIDENTE NO LOCAL E JÁ OCORREU DE UM CARRO BATER NA LOJA E QUEBROU A PORTA E UM PEDAÇO DA PAREDE.;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3231;IMPLANTAÇAO DE DISPOSITIVO QUE RESTRINJA A VELOCIDADE;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6030;"Solicitamos à Vossa Senhoria, a colocação de asfalto por mais 3 km na estrada do Cajuru, Est. A, 4106, no bairro São Judas Tadeu.

tal solicitação se faz necessária, haja vista que a estrada é asfaltada até mencionado trecho, contudo, existem várias residências situadas após, o que dificulta o trânsito de veículos e transeuntes.
";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
4950;SOLICITA A IMPLANTAÇÃO DA PLACA PARE NO ENDEREÇO MENCIONADO.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5628;SOLICITA A IMPLANTAÇÃO DE LOMBADA ELETRÔNICA NO ENDEREÇO INDICADO. PEDE URGÊNCIA POIS NO LOCAL HÁ UMA CURVA MUITO FECHADA E PODE OCORRER ACIDENTES GRAVES.;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4990;SOLICITA IMPLANTAÇÃO NO LOCAL CITADO, HAVIA RADAR NO LOCAL MAS POR ALGUMA RAZÃO FOI REMOVIDO, ATUALMENTE MUITOS MORADORES ENTRAM COM EXCESSO DE VELOCIDADE COLOCANDO EM RISCO A VIDA DE OUTRAS PESSOAS.;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
5629;SOLICITA IMPLANTAÇÃO DE LOMBADA ELETRONICA NO ENDEREÇO SOLICITADO,DEVIDO A GRANDE QUANTIDADE DE VEICULOS EM ALTA VELOCIDADE PELO LOCAL.;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4991;SOLICITA MANUTENÇÃO MESMO INFORMA QUE ESTA UM AFUNDAMENTO E RESALTO POR CONTA DOS ÔNIBUS NO TERMINAL CENTRAL MESMO INFORMA QUE TEM VÁRIAS PESSOAS TROPEÇANDO E CAINDO NO LOCAL. PEDE MANUTENÇÃO PEDE URGÊNCIA.;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
7378;SOLICITA MELHORIA NA VIA, INFORMA QUE SUA RUA É UMA DESCIDA , NÃO TEM SINALIZAÇÃO E NEM GUARD RAIL , SENDO ASSIM JÁ TEVE CARRO QUE ENTROU DENTRO DA CASA DA MUINICIPE , ONDE A MESMA JA FEZ BOLETIM DE OCORRÊNCIA E TEM RECEIO DE QUE ALGO MAIS GRAVE VENHA CONTECER , NESSE CASO SOLICITA O GUARD RAIL EM FRENTE AO SEU IMÓVEL.;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
7399;SUGERE QUE SEJA COLOCADO UMA CAMERA NO SEMAFORO PARA QUE QUANDO O ONIBUS SE APROXIMAR A 50M O SEMAFORO SEJA LIBERADO PARA QUE NAO AUMENTE O TRANSITO.;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7404;SOLICITA IMPLANTAÇÃO DE PLACA PARA,ESTACIONAMENTO DE MOTO,LOCAL JA TINHA,MAS COM A OBRA PARTICULAR QUE ESTA OCORRENDO FOI RETIRADA PELOS TRABALHADORES.PEDE URGENCIA POR FAVOR;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
393;INDICAÇAO DE SINALIZAÇAO NA ROTTORIA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6263;RECLAMA DA ESCOLA PROF ANA CANDIDA DE BARROS MOLINA , INFORMA QUE RETIRARAM A MARCAÇÃO DO CHÃO DE FRENTE A ESCOLA DE VAGA DE DEFICIENTE E IDOSO , O MESMO SOLICITA PROVIDENCIA POIS NÃO CONSEGUE ESTACIONAR NO LOCAL .;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
7400;SOLICITA IMPLANTAÇÃO DE SEMAFORO NA VA LINEU DE MOURA, ALTURA DO NUMERO 995. A AVENIDA É EXTREMAMENTE PERIGOSA COM ALTO FLUXO DE VEÍCULOS COM UMA FAIXA DE PEDESTRES SEM SEMÁFORO DEPENDENDO DA BOA VONTADE DOS MOTORISTAS EM PARAR. É IMPRENSCINDÍVEL SER IMPLEMENTADO UM SEMÁFORO NA FAIXA DE PEDESTRE.;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7379;SOLICITA A RETIRADA DE PLACA DE ESTACIONAMENTO PARA DEFICIENTES FISICOS EM FRENTE AO N66, INFORMA QUE ANTIGAMENTE EXISTIA A UBS DO ALTO PONTE NESTA RUA PROX A ESTA VAGA. A UBS MUDOU DE ENDEREÇO E NÃO HÁ MAIS NECESSIDADE DESTA. CALÇADA ESTREITA, DESVIA O PEDESTRE PARA RUA POIS ELA OCUPA O PASSEIO, NÃO É UTILIZADA A VAGA POIS NÃO DEMANDA E QUANDO PARA ALGUM CARRO NELA A RUA POR SER MUITO ESTREITA AO PARAR CARRO DO OUTRO LADO, NÃO PERMITE O FLUXO DE VEICULOS. DESTE MODO SOLICITA A RETIRADA DA MESMA;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
7141;"Solicito a Vossa Senhoria, que seja implantado vaga de carga e descarga na Rua Alipio da Silva Viana, Centro de São José dos Campos (fotos anexo).
Os comerciantes da Rua Alipio, solicitaram a implantação de vaga de carga e descarga, tendo em vista que comerciantes de ruas das proximidades, chegam, muito cedo na região central para deixarem seus veículos o dia todo estacionado nessa rua, não havendo local rotativo para os clientes e fornecedores dos comércios.";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
6271;SOLICITAÇÃ ODO AUMENTO DE VAGA PARA ACADEIRANTE NA ESCOLA EMEI CASSIANO RICARDO;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
9615;SOLICITA RECONSTRUÇÃO DA CALÇADA, INFORMA QUE TODA A EXTENSÃO DA CALÇADA DO POLIESPORTIVO JOAO DO PULO ESTÁ SEM RAMPA PARA ACESSIBILIDADE E ESTÁ TODA ESBURACADA, RELATA QUE É NECESSARIO CONSTRUIR A CALÇADA TODA RETA, TIRAR TODO O MORRO QUE POSSUI, DEIXAR TODA NIVELADA, INFORMA AINDA QUE A CALÇADA NÃO ESTÁ CONFORME AS NECESSIDADES DOS MUNICIPES, PRINCIPALMENTE IDOSOS E DEFICIENTES. (PROTOCOLO ANTERIOR RESPONDIDO DIZENDO QUE O SERVIÇO FOI EXECUTADO, POREM NÃO FOI PROTOCOLO ANTERIOR 7766200.);0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
9616;SOLICITA PLACA DE SINALIZAÇÃO, INFORMA QUE PRECISA DE UMA PLACA PROIBIDO ESTACIONAR, DEVIDO AS PESSOAS FICAR ESTACIONANDO EM LUGARES PROIBIDOS, E ESTÁ GERANDO PROBLEMAS.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9617;SOLICITA IMPLANTAÇÃO DE SEMÁFORO, INFORMA QUE NO FINAL DA RUA MEDINA E NO COMEÇO DA RUA HERMINIO RAGAZINI HÁ MUITOS VEÍCULOS, PRINCIPALMENTE MOTOS, DIRIGINDO DE FORMA IMPRUDENTE E FAZENDO MUITO BARULHO 24 HORAS POR DIA, ATRAPALHANDO MUITO A POPULAÇÃO. INFORMA QUE UM SEMAFORO E MEDIDAS QUE DIMINUAM A VELOCIDADE DESSES VEÍCULOS AUMENTARIA EM MUITO A QUALIDADE DE VIDA DOS MORADORES.;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9618;SOLICITA MANUTENÇÃO EM PLACA DE SINALIZAÇÃO, SOLICITA UM RECUO DA PLACA DE PROIBIDO ESTACIONAR. POIS, ESTÃO ESTACIONANDO MUITO PRÓXIMO A GARAGEM DA SUA RESIDÊNCIA, ATRAPALHANDO A ENTRADA E SAÍDA DE VEÍCULO. GOSTARIA QUE A PLACA FOSSE COLOCADA NO OUTRO POSTE PARA QUE FAVOREÇA O IMÓVEL EM RELAÇÃO AO ESTACIONAMENTO IRREGULAR PRÓXIMO AO LOCAL.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9623;SOLICITA A CONSTRUÇÃO DE PASSEIO PÚBLICO , NO ENDEREÇO CITADO, INFORMA QUE NÃO HÁ. ACRESCENTA QUE HÁ UM FLUXO DE ADOLESCENTES MUITO GRANDE POR CONTA DA ESCOLA , E QUE CADEIRANTES PRECISAM IR PARA O MEIO DA ESTRADA PARA CONSEGUIR SE LOCOMOVER.;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
7387;"PRORROGAÇÃO DE PRAZO DE NOTIFICAÇÃO PRELIMINAR - POSTURAS
Solicito prorrogação do prazo e esclarecimentos quanto à Notificação Preliminar nº 2301644. São necessários detalhes sobre as inadequações e o que deverá ser corrigido";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
8256;FISCALIZAÇÃO E POSTURAS MUNICIPAIS PEDIDO/ESCLARECIMENTO;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
9620;DEFESA DA AUTUAÇÃO DE INFRAÇÃO DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7380;SOLICITA QUE A VIELA AO LADO DA SUA CASA SEJA CIMENTADA A PARTE COM GRAMA QUE FICA JUNTO COM O SEU MURO DE DIVISA, ALEGA QUE COM AS CHUVAS TEM TIDO INFILTRAÇÃO E SEU MURO, QUE É PINTADO DE BRANCO) FICA TODO MANCHADO.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
7401;SOLICITA SUGESTÃO IMPLANTAÇÃO SEMOFORO NA ROTATÓRIA ENTRE VIADUTO SANTA INES E CONDOMINIO TERRA NOVA, TEM CAUSADO CONGESTIONAMENTO POR VOLTA DAS 7:00 AS 8:00 H.;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7412;SOLICITA QUE SEJA ESTUDADO A POSSIBILIDADE DE NA RUA REPÚBLICA DO LIBANO PROIBIR O ESTACIONAMENTO EM UMA LATERAL DA RUA OU TRANSFORMAR EM MÃO UNICA, INFORMA QUE A MESMA COLOCA EM RISCO OS MORADORES O TRANSITO ESTA MUITO MOVIMENTADO.;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
7413;SOLICITA PINTURA NA VIA CITADA , INFORMA QUE AS FAIXAS ESTÃO APAGADAS . RUA SERRA DO JAPI CONTINUÇÃO RUA JOSÉ BORGES SOBRINHO NÚMERO 15. PERTO DA IGREJA SÃO BENEDITO ESTE PROTOCOLO POSSUI IMAGENS.;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7420;RECLAMA QUE FOI INSTALADO UM SEMÁFORO NA AV. CIDADE JARDIM ESQUINA COM A RUA JOSÉ OTÁVIO BITENCOURT QUE SÓ SERVE PRA QUEM TRAFEGA PELA CIDADE JARDIM . PRA QUEM VEM PELA JOSÉ OTÁVIO BITENCOURT E PRECISA ASSESSAR A AV.CIDADE JARDIM NÃO TEM SEMÁFORO ENTÃO FICOU MAIS PERIGOSO DO QUE ANTES QUANDO N. HAVIA SINALIZAÇÃO.;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3506;SOLICITA VAGAS DE ESTACIONAMENTO NAS RUAS AO REDOR A ESCOLA, PORQUE NAO POSSUI SINALIZAÇAO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
678;SOLICITA IMPLANTAÇAO DE PLACAS ANTI FLUXO NA PÇ. DAS GAIVOTAS. JA RELATEI EM OUTRAS DENUNCIAS A AGLOMERAÇAO DE PESSOAS COM SOM ALTO EM VEICULOS, CONSUMO DE ALCOOL E USO DE DROGAS NA PRAÇA, FORA A AGLOMERAÇAO DE PESSOAS DURANTE A PANDEMIA. ONTEM, DOMINGO 02 DE ABRIL 2021 AS 23H A PÇ. ESTAVA TOMADA DE PESSOAS E COM VEICULOS PARADOS COM SOM ALTO.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4767;"Solicito a Prefeitura Municipal, estudos de engenharia para que na Avenida Elísio Galdino seja implantada uma canalização no cruzamento com a Rua Olímpio de Lima, no Bairro Cidade Morumbi.
Tal solicitação se faz necessária, haja vista que o local possui tráfego intenso, onde os moradores relatam que os veículos trafegam acima do limite de velocidade permitida, assim ocasionando risco de acidentes aos pedestres.
Ofício 121/RP/2022";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
614;SOLICITA QUE A R. GERALDO BATISTA DE SOUZA SEJA ASFALTADA.;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
6272;	SOLICITA A IMPLANTAÇÃO DE SEMAFORO PARA PEDESTRE AVENIDA CARLOS NUNES DE PAULA, EM FRENTE A UBS DO COLONIAL.;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7405;PRORROGAÇÃO DE PRAZO DE NOTIFICAÇÃO PRELIMINAR - POSTURAS;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
7430;LANÇAMENTO DE AIM (AUTO DE INFRAÇÃO E MULTA) - FISCALIZAÇÃO;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
7421;HABITE-SE E LICENCIAMENTO AUTOMÁTICO;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
7406;RECLAMA QUE SUPERMERCADO MAX VALE NAO TEM DEMARCAÇAO DE VAGA PARA IDOSO E PARA DEFICIENTES EM SEUS ESTACIONAMENTOS.;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
10235;SOLICITA MANUTENÇÃO NA CALÇADA EM VIELA, INFORMA QUE NAO TEM CALÇADA.;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
7429;LANÇAMENTO DE AIM (AUTO DE INFRAÇÃO E MULTA) - FISCALIZAÇÃO;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
8678;À Calçada Segura, O requerente solicita esclarecimento para a execução do serviço na calçada.;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
7402;SOLICITAÇÃO PINTURA DE SINALIZAÇÃO HORIZONTAL EM SUA RUA E EM TORNO DO HOSPITAL PIO XII, RUA DA CONSOLAÇÃO . SINALIZAÇÃO DE ESTACIONAMENTO, FAIXA AMARELA DE LOCAL PROIBIDO ESTACIONAR.;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7438;SOLICITA REPARO NA SINALIZAÇAO PARA PEDESTRES, QUE ESTÁ EM FRENTE A JR VEICULOS, POIS O MESMO APRESENTA FALHAS QUE ATRAPALHAM O PEDESTRE NA SUA TRAVESSIA.;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9625;SOLICITA AVALIAÇÃO PARA QUE ALGO SEJA FEITO NA AV. PAPA JOAO PAULO I ,REFERENTE A MELHORIAS PARA QUEM ENTRA E SAI DE CONDOMINIOS, A MESMA AFIRMA QUE TRATA SE DE UM LOCAL QUE FAVORECE AUTOMOVEIS QUE TRANSITAM NA AVENIDA MAIS NÃO FAVORECE MORADORES OU PEDESTRES;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
7414;SOLICITA QUE SEJA FEITO UM ESTUDO QUANTO AO TEMPO DO SEMÁFORO NA RUA PARAIBUNA, ALTURA DO NÚMERO 1340, COM O SEMÁFORO DA AVENIDA DEP. BENEDITO MATARAZZO, ALTURA DO NÚMERO 1868, PARA QUE OS CARROS QUE VEM DA RUA PARAIBUNA POSSAM ENTRAR NA AV DEP BENEDITO MATARAZZO, SEM RISCO DE COLIDIREM.;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7422;SOLICITA A IMPLANTAÇÃO DE PLACA PROIBIDO ESTACIONAR SUGESTÃO DE SINALIZAÇÃO VERTICAL, NO FINAL DA RUA ROMA COM INTERSECÇÃO EM T COM A AVENIDA SAMUEL WAINER INTERSECÇÃO, COLOCAR SINALIZAÇÃO VERTICAL EM SENTIDO OBRIGATORIO, QUEM ESTÁ A DIREITA OBRITÓRIAMENTE VIRAR PARA DIREITA E ASSIM PARA A ESQUERDA.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7431;SOLICITA VISTORIA DE CALÇADA NO ENDEREÇO CITADO. A MUNÍCIPE RELATA PREOCUPAÇÃO POIS APARECEU ESSE BURACO NA CALÇADA DO NADA E A MESMA PRECISA DE ORIENTAÇÃO SOBRE O QUE CAUSOU ESSE PROBLEMA E O QUE PODE SER FEITO.;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
7436;SOLICITA CORREÇÃ ODA PLACA DE ORIENTAÇÃ ODA VIELA VIELA JURANDIR RAINUNDO DE SOUZA, POIS INFORMA QUE O NOME CORRETO SEGUNDO O MUNICIPE SERIA VIELA CAETANO PEREIRA DA SILVA, VIELA LOCALIZADA ENTRE A RUA LUCI PERDIGÃO E A RUA MARIA ALVES BONFIM, QUADRA 55, NO BAIRRO CAMPOS DE SÃO JOSÉ.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10234;RECLAMA DA RESPOSTA DO PROTOCOLO ANTERIOR 7972532 , NÃO FICOU SATISFEITO COM A RESPOSTA DADA PELO SETOR RESPONSAVEL , PEDE MAIS ESCLARECIMENTO NA SOLICITÇÃO DAS PLACAS DE SINALIZAÇÃO, DEVIDOS OS CARROS ESTACIONADOS NOS DOIS SENTIDOS UM TEM QUE DAR RÉ PARA O OUTRO PASSAR NA RUA ITACARAMBI JARDIM ISMÊNIA. MOTIVO: SEGURANÇA DOS PEDESTRES E ALUNOS QUE SAEM DA ESCOLA PRÓXIMO A ESQUINA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7407;PRORROGAÇÃO DE PRAZO DE NOTIFICAÇÃO PRELIMINAR - POSTURAS;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
7389;"FISCALIZAÇÃO DE OBRAS / PEDIDO E ESCLARECIMENTO
FOMOS NOTIFICADOS Nº 2325067 e para nos adequarmos ao padrão da calçada segura, solicitamos:- Esclarecimentos de como proceder na adequação da calçada do referido imóvel;- Prorrogação de prazo para atendimento à notificação preliminar";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
7410;"SOLICITA IMPLANTAÇÃO DE PLACA ""PARE"" NO ENDEREÇO CITADO.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9621;SOLICITA IMPLANTAÇÃO DE SEMÁFORO, INFORMA QUE ENTRE A RUA FLÁVIO BERLING DE MACEDO E A AVENIDA RUI BARBOSA - BEM NO INÍCIO, PERTO DA RODOVIÁRIA VELHA - TEM UM FAIXA MAS NIGUÉM PARA E EM HORÁRIO DE PICO FICA UM TEMPÃO PARA ATRAVESSAR A RUA. INFORMA QUE OS ÔNIBUS E OS CARROS VEM CORRENDO E É MUITO PERIGOSO PARA O PEDESTRE.;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10237;SOLICITA MANUTENÇÃO NA CALÇADA EM VIELA, INFORMA QUE HÁ GRANDE PARTE SEM CONCRETO. PEDE PROVIDÊNCIAS.ESTE PROTOCOLO POSSUI ANEXO(S).;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
7381;"SOLICITA A IMPLANTAÇÃO DE UMA PLACA DE ""PROIBIDO JOGAR LIXO"" NO LOCAL INDICADO. COLOCAR NO MURO DO FUNDO CASA, ONDE O PESSOAL FICA JOGANDO LIXO NA CALÇADA.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2227;IMPLANTAÇAO DE LOMBADA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7382;SOLICITA O ESTUDO DO EXCESSO DE VELOCIDADE PERTO DAS ESCOLAS, DE DANÇA E DE NATAÇÃO. INFORMA QUE TEM OCORIDO EXCESSO DE VELOCIDADE PERTO DO HORÁRIO DE ENTRADA E SAÍDA DAS ESCOLAS. RUA BEM MOVIMENTADA, PEDE PROVIDÊNCIAS. PEDIU EM LIGAÇÃO QUE SEJA IMPLANTADA A LOMBADA, FOI AVISADA SOBRE O PROCESSO ADM.;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7116;"olicitamos a V.Sª, providenciar estudos para a implantação de um redutor de velocidade, na altura do n° 1.225 da Estrada Municipal Nelson Tavares da Silva, bairro Chácara Boa Esperança.
Segundo a munícipe, Sra. Adriana de Souza, residente no endereço supracitado, devido aos novos empreendimentos imobiliários que surgiram na região, o movimento de veículos na estrada aumentou muito. Com isso, os pedestres encontram muita dificuldade em atravessar a via, devido muitos condutores passarem pelo local em alta velocidade, causando inclusive, risco de acidentes.";0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
7408;SOLICITA IMPLANTAÇÃO DE SEMÁFORO NA PORTA DE UMA ESCOLA. MUNICÍPE CITA QUE AS CRIANÇAS ATRAVESSAM CORRENDO E TEM MUITOS CARROS DESCENDO EM UMA VELOCIDADE ALTA.;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7411;SOLICITA PLACAS DE ORIENTAÇÃO, PRINCIPALMENTE PARA O CRUZAMENTO DA RUA PARAIBUNA COM A AVENIDA BENEDITO MATARAZZO, POIS APÓS O AUMENTO DA CALÇADA NÃO TEM MÃO PARA OS CARROS ENTRAREM;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7415;SOLICITA UMA FAIXA DE SINALIZAÇÃO DE ESPERA PARA MOTOBOYS NA BIFURCAÇÃO DA AVENIDA ANDROMEDA COM A CASSIOPÉIA POIS EVITARIA ACIDENTES E MULTAS PARA OS MOTOBOYS CAUSADAS PELA FALTA DE ESPAÇO.;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3529;SOLICITA MELHORIA NA SINALIZAÇAO NA VIA ALTURA DA SAIDA PARA AVENIDA JUSCELINO KUBITSCHEK, SENTIDO BAIRRO VILA INDUSTRIAL.  OS MOTORISTAS QUE SAEM DO SEMAFORO E SEGUEM NO SENTIDO EUGENIO DE MELO PERCORREM TRECHO NA CONTRAMAO .;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7423;SOLICITA A SECRETÁRIA DE MOBILIDADE URBANA A ANALISAR O SINCRONISMO DO SEMÁFORO.;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6276;"LANÇAMENTO DE AIM (AUTO DE INFRAÇÃO E MULTA) - FISCALIZAÇÃO
PAULO ROGERIO CARDOZO / 048.557.318-03 / R    PICO JULIANA, 225 COMP. ESQ. C/ AV.ALTO DO RIO DOCE JARDIM ALTOS DE SANTANA / AIM 2135574 / NAO PROCEDEU AREFORMA DO PASSEIO / II: 23.0217.0056.0000";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
4864;Solicito estudos de melhorias viárias (implantação para conter a velocidade de veículos: de travessia elevada/lombada) na rua Amador Marçal Rodrigues, pois a via mencionada possui uma grande fluxo de veículos, pois na mesma esta localizada uma  Unidade básica de saúde, que atende os moradores do bairro e agora atendera os novos moradores do empreendimento imobiliário que serão mais de 100famílias, e também  esta para ser inaugurada uma unidade escolar de educação infantil;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
7432;SOLICITA INFORMAÇÕES SOBRE ORÇAMENTOS DE CALÇADA SEGURA.;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
